id,shutdown_blame,shutdown_inconv,region,gender,age,educ,pid,income,weight
386,NA,Yes,NA,Female,54,high school or less,Democrat,35 to under 50 thousand,1.6940265
423,Pelosi and the Democrats in Congress,No,NA,Male,73,college degree,Republican,20 to under 35 thousand,0.3799087
435,NA,No,NA,Female,88,college degree,Republican,NA,0.514185
100051,Pelosi and the Democrats in Congress,No,South,Male,60,college degree,Republican,50 to under 75 thousand,0.6615115
100226,Trump and the Republicans in Congress,No,Midwest,Male,22,college degree,Democrat,100 thousand or more,1.4373091
100309,Trump and the Republicans in Congress,No,West,Female,33,college degree,Democrat,50 to under 75 thousand,1.15554
29,Trump and the Republicans in Congress,No,NA,Male,94,some college,Democrat,NA,0.4032539
42,Pelosi and the Democrats in Congress,No,NA,Male,75,some college,Republican,Under 20 thousand dollars,0.403373
54,Trump and the Republicans in Congress,No,NA,Female,75,high school or less,Democrat,35 to under 50 thousand,0.8478281
62,Pelosi and the Democrats in Congress,No,NA,Female,56,college degree,Republican,NA,0.1999698
85,Pelosi and the Democrats in Congress,No,NA,Female,80,some college,Republican,50 to under 75 thousand,0.5838277
107,Pelosi and the Democrats in Congress,No,NA,Female,87,NA,NA,50 to under 75 thousand,0.4027896
153,Trump and the Republicans in Congress,Yes,NA,Female,71,some college,Democrat,100 thousand or more,0.6243418
168,Pelosi and the Democrats in Congress,No,NA,Female,76,some college,Republican,NA,0.6243418
249,NA,No,NA,Female,67,college degree,Republican,50 to under 75 thousand,0.5973924
471,Pelosi and the Democrats in Congress,No,NA,Female,62,high school or less,Republican,20 to under 35 thousand,1.1192996
478,Trump and the Republicans in Congress,Yes,NA,Male,54,some college,Independent,Under 20 thousand dollars,0.7224195
496,Trump and the Republicans in Congress,No,NA,Male,48,post-graduate degree,Democrat,100 thousand or more,0.7899462
501,Trump and the Republicans in Congress,No,NA,Male,71,some college,Democrat,50 to under 75 thousand,0.4313647
513,NA,Yes,NA,Male,63,college degree,Democrat,50 to under 75 thousand,0.5449043
296,Trump and the Republicans in Congress,Yes,NA,Female,56,high school or less,Democrat,75 to under 100 thousand,2.8559766
307,Trump and the Republicans in Congress,No,NA,Female,70,some college,Democrat,75 to under 100 thousand,0.6243418
470,Trump and the Republicans in Congress,No,NA,Female,60,college degree,Democrat,100 thousand or more,0.7884422
483,Pelosi and the Democrats in Congress,No,NA,Female,67,post-graduate degree,Republican,20 to under 35 thousand,0.4688172
505,Trump and the Republicans in Congress,No,NA,Female,68,some college,Republican,75 to under 100 thousand,0.6243418
100420,Pelosi and the Democrats in Congress,No,South,Female,67,high school or less,Republican,100 thousand or more,0.729739
100672,NA,No,West,Male,30,some college,Independent,50 to under 75 thousand,1.2849713
225,Pelosi and the Democrats in Congress,No,NA,Male,47,some college,Republican,Under 20 thousand dollars,0.8467174
366,Trump and the Republicans in Congress,Yes,NA,Male,82,some college,Democrat,50 to under 75 thousand,0.403373
449,Trump and the Republicans in Congress,Yes,NA,Female,52,college degree,Democrat,100 thousand or more,0.8434044
100295,Pelosi and the Democrats in Congress,No,West,Female,53,college degree,Republican,75 to under 100 thousand,0.8434044
17,Pelosi and the Democrats in Congress,No,NA,Female,67,college degree,Republican,NA,0.5140332
48,Pelosi and the Democrats in Congress,No,NA,Male,56,high school or less,Republican,20 to under 35 thousand,0.7731079
74,Trump and the Republicans in Congress,No,NA,Male,67,some college,Democrat,20 to under 35 thousand,0.2987542
120,Trump and the Republicans in Congress,No,NA,Female,61,high school or less,Independent,35 to under 50 thousand,1.3004287
135,Pelosi and the Democrats in Congress,No,NA,Male,72,some college,Republican,75 to under 100 thousand,0.4686483
160,Pelosi and the Democrats in Congress,No,NA,Male,67,post-graduate degree,Republican,Under 20 thousand dollars,0.2565491
58,Pelosi and the Democrats in Congress,No,NA,Female,80,high school or less,Republican,50 to under 75 thousand,0.729739
114,Pelosi and the Democrats in Congress,No,NA,Male,65,some college,Republican,NA,0.1999698
159,Trump and the Republicans in Congress,No,NA,Female,64,college degree,Democrat,20 to under 35 thousand,0.3989452
357,Trump and the Republicans in Congress,No,NA,Male,47,college degree,Republican,100 thousand or more,0.7454953
372,Trump and the Republicans in Congress,No,NA,Female,NA,college degree,Republican,NA,0.7886752
417,NA,Yes,NA,Male,NA,some college,Democrat,NA,3.8565469
437,Trump and the Republicans in Congress,No,NA,Male,79,college degree,Democrat,35 to under 50 thousand,0.445614
100097,Trump and the Republicans in Congress,No,South,Female,38,college degree,Democrat,100 thousand or more,1.080556
100150,NA,No,Northeast,Male,31,some college,NA,35 to under 50 thousand,1.1560018
100277,Trump and the Republicans in Congress,Yes,South,Male,66,high school or less,Democrat,75 to under 100 thousand,0.5041847
100464,NA,No,Midwest,Male,44,high school or less,Democrat,Under 20 thousand dollars,3.0503198
100513,Trump and the Republicans in Congress,No,South,Male,21,some college,Independent,50 to under 75 thousand,1.1198453
100538,Pelosi and the Democrats in Congress,Yes,South,Female,47,post-graduate degree,Democrat,100 thousand or more,1.4985445
100587,Trump and the Republicans in Congress,No,Midwest,Male,69,high school or less,Republican,35 to under 50 thousand,0.7111267
100639,Pelosi and the Democrats in Congress,No,Midwest,Male,59,college degree,Republican,100 thousand or more,0.7685596
100658,Pelosi and the Democrats in Congress,No,West,Female,49,college degree,Republican,35 to under 50 thousand,1.4012185
100784,Trump and the Republicans in Congress,No,South,Male,48,some college,Democrat,75 to under 100 thousand,1.0279113
100810,Trump and the Republicans in Congress,No,South,Female,56,college degree,Democrat,100 thousand or more,1.234899
100837,Trump and the Republicans in Congress,NA,South,Male,60,some college,NA,100 thousand or more,0.6187079
100865,Pelosi and the Democrats in Congress,No,Midwest,Female,55,some college,Republican,100 thousand or more,1.2630509
287,Pelosi and the Democrats in Congress,No,NA,Female,37,high school or less,Independent,35 to under 50 thousand,1.7817045
288,Pelosi and the Democrats in Congress,No,NA,Male,92,high school or less,Republican,NA,1.1970067
299,Pelosi and the Democrats in Congress,No,NA,Female,37,some college,NA,50 to under 75 thousand,1.31205
309,NA,Yes,NA,Female,31,some college,NA,Under 20 thousand dollars,1.31205
100031,Trump and the Republicans in Congress,Yes,South,Female,68,high school or less,Democrat,20 to under 35 thousand,0.8858999
100125,Trump and the Republicans in Congress,Yes,Northeast,Female,44,college degree,Republican,50 to under 75 thousand,1.0790033
100159,Pelosi and the Democrats in Congress,No,Midwest,Male,63,college degree,Independent,NA,0.7941048
100205,Trump and the Republicans in Congress,No,South,Female,69,high school or less,Democrat,Under 20 thousand dollars,1.8103035
100386,Trump and the Republicans in Congress,No,South,Female,42,college degree,Democrat,35 to under 50 thousand,2.0516414
100433,Trump and the Republicans in Congress,No,Northeast,Male,23,some college,Democrat,20 to under 35 thousand,1.3071747
100501,Pelosi and the Democrats in Congress,No,South,Male,21,high school or less,Republican,35 to under 50 thousand,1.3997188
100519,Pelosi and the Democrats in Congress,No,Midwest,Female,38,college degree,NA,50 to under 75 thousand,1.5747254
100667,Pelosi and the Democrats in Congress,No,Midwest,Male,55,high school or less,Republican,50 to under 75 thousand,0.8984804
14,Trump and the Republicans in Congress,No,NA,Female,NA,post-graduate degree,Democrat,75 to under 100 thousand,0.4688172
61,Pelosi and the Democrats in Congress,Yes,NA,Male,31,some college,Republican,100 thousand or more,0.6278298
176,Trump and the Republicans in Congress,No,NA,Male,77,high school or less,Democrat,35 to under 50 thousand,0.6763082
178,Trump and the Republicans in Congress,Yes,NA,Male,64,high school or less,Democrat,75 to under 100 thousand,0.6125101
100173,Trump and the Republicans in Congress,No,South,Male,22,college degree,Republican,35 to under 50 thousand,0.8124106
100326,Trump and the Republicans in Congress,No,South,Male,32,some college,Democrat,50 to under 75 thousand,1.2015884
100416,Pelosi and the Democrats in Congress,No,South,Female,53,some college,Democrat,100 thousand or more,1.0871279
119,Trump and the Republicans in Congress,No,NA,Female,66,some college,Democrat,NA,0.5838277
358,Pelosi and the Democrats in Congress,No,NA,Female,73,college degree,Republican,100 thousand or more,0.514185
427,Pelosi and the Democrats in Congress,No,NA,Female,74,high school or less,Democrat,20 to under 35 thousand,0.7803784
100052,Pelosi and the Democrats in Congress,No,South,Male,60,high school or less,Republican,100 thousand or more,0.9388269
100141,Trump and the Republicans in Congress,No,South,Male,22,some college,Democrat,35 to under 50 thousand,1.2583255
100567,Trump and the Republicans in Congress,No,South,Female,32,college degree,Democrat,100 thousand or more,1.3117903
100644,Trump and the Republicans in Congress,Yes,West,Male,37,college degree,Democrat,100 thousand or more,0.7983753
70,Pelosi and the Democrats in Congress,No,NA,Female,65,college degree,Republican,50 to under 75 thousand,0.5140332
98,Trump and the Republicans in Congress,No,NA,Female,85,college degree,Democrat,20 to under 35 thousand,0.6001987
24,Pelosi and the Democrats in Congress,No,NA,Male,83,high school or less,Republican,NA,1.0299784
77,Trump and the Republicans in Congress,No,NA,Female,68,high school or less,NA,NA,1.4911945
140,Trump and the Republicans in Congress,No,NA,Female,56,college degree,Democrat,100 thousand or more,0.9163014
223,Pelosi and the Democrats in Congress,No,NA,Male,50,post-graduate degree,Independent,100 thousand or more,0.5580988
246,Trump and the Republicans in Congress,No,NA,Male,48,high school or less,Democrat,100 thousand or more,1.0583306
272,Trump and the Republicans in Congress,No,NA,Male,65,some college,Democrat,20 to under 35 thousand,0.3488333
345,Trump and the Republicans in Congress,No,NA,Female,NA,post-graduate degree,Independent,35 to under 50 thousand,0.5474033
408,Pelosi and the Democrats in Congress,No,NA,Male,66,high school or less,Republican,50 to under 75 thousand,0.5041847
91,Trump and the Republicans in Congress,Yes,NA,Female,56,post-graduate degree,NA,35 to under 50 thousand,0.9019856
162,Trump and the Republicans in Congress,Yes,NA,Male,61,high school or less,Democrat,NA,0.3911861
173,NA,No,NA,Female,81,high school or less,Republican,20 to under 35 thousand,0.7803784
177,Pelosi and the Democrats in Congress,No,NA,Male,65,some college,Republican,35 to under 50 thousand,0.4686483
179,Trump and the Republicans in Congress,Yes,NA,Female,64,post-graduate degree,Republican,100 thousand or more,0.7689889
192,Trump and the Republicans in Congress,No,NA,Female,61,college degree,Democrat,20 to under 35 thousand,0.9208778
201,Trump and the Republicans in Congress,No,NA,Female,76,high school or less,Democrat,Under 20 thousand dollars,0.6279354
229,Trump and the Republicans in Congress,Yes,NA,Male,50,college degree,Independent,100 thousand or more,0.5447434
247,Pelosi and the Democrats in Congress,No,NA,Male,NA,college degree,Republican,75 to under 100 thousand,1.0867527
334,Trump and the Republicans in Congress,No,NA,Female,56,high school or less,Democrat,35 to under 50 thousand,1.118969
348,NA,No,NA,Female,64,some college,Republican,75 to under 100 thousand,0.8952313
373,Trump and the Republicans in Congress,Yes,NA,Male,54,post-graduate degree,Democrat,100 thousand or more,0.5801072
395,Pelosi and the Democrats in Congress,No,NA,Female,NA,some college,Republican,NA,0.5838277
100009,Trump and the Republicans in Congress,No,South,Male,41,college degree,Democrat,100 thousand or more,0.7457155
100032,Trump and the Republicans in Congress,Yes,South,Female,34,some college,Democrat,50 to under 75 thousand,1.7391365
100060,Pelosi and the Democrats in Congress,No,South,Male,51,post-graduate degree,Republican,100 thousand or more,0.6031447
100102,NA,Yes,Northeast,Female,NA,some college,NA,75 to under 100 thousand,0.8525011
100126,Trump and the Republicans in Congress,Yes,South,Female,21,some college,Democrat,Under 20 thousand dollars,1.6208243
100274,Pelosi and the Democrats in Congress,No,South,Female,59,some college,Republican,50 to under 75 thousand,0.8954958
100290,Pelosi and the Democrats in Congress,No,West,Female,47,high school or less,Republican,100 thousand or more,1.9886303
100323,Pelosi and the Democrats in Congress,No,Midwest,Male,47,post-graduate degree,Republican,35 to under 50 thousand,0.7899462
100330,Trump and the Republicans in Congress,No,South,Male,20,some college,Democrat,50 to under 75 thousand,1.3075608
327,Pelosi and the Democrats in Congress,No,NA,Male,84,high school or less,Republican,20 to under 35 thousand,0.5041847
341,Pelosi and the Democrats in Congress,No,NA,Male,46,college degree,Republican,75 to under 100 thousand,0.7454953
354,Pelosi and the Democrats in Congress,No,NA,Male,48,post-graduate degree,Republican,75 to under 100 thousand,0.7899462
365,Trump and the Republicans in Congress,No,NA,Male,68,high school or less,Democrat,20 to under 35 thousand,0.5040358
378,Pelosi and the Democrats in Congress,Yes,NA,Female,53,some college,Republican,50 to under 75 thousand,0.8952313
390,Trump and the Republicans in Congress,No,NA,Male,70,high school or less,Democrat,75 to under 100 thousand,0.5857737
409,Pelosi and the Democrats in Congress,No,NA,Female,63,college degree,Republican,35 to under 50 thousand,0.7886752
425,Pelosi and the Democrats in Congress,No,NA,Female,79,high school or less,Republican,NA,1.5946744
476,Trump and the Republicans in Congress,No,NA,Male,53,college degree,Republican,20 to under 35 thousand,0.403578
485,Pelosi and the Democrats in Congress,No,NA,Female,73,college degree,Republican,50 to under 75 thousand,0.514185
511,Trump and the Republicans in Congress,No,NA,Female,51,post-graduate degree,Democrat,100 thousand or more,0.7689889
100064,Trump and the Republicans in Congress,No,South,Female,59,some college,Democrat,100 thousand or more,1.0456044
100315,Trump and the Republicans in Congress,No,West,Male,40,high school or less,Independent,100 thousand or more,1.3739665
40,Trump and the Republicans in Congress,No,NA,Male,49,high school or less,Democrat,35 to under 50 thousand,1.063341
49,NA,No,NA,Male,90,some college,Independent,100 thousand or more,0.298666
154,Pelosi and the Democrats in Congress,No,NA,Female,82,high school or less,Republican,NA,0.3539315
191,Trump and the Republicans in Congress,No,NA,Female,88,high school or less,Republican,20 to under 35 thousand,0.6071295
202,Pelosi and the Democrats in Congress,No,NA,Male,77,post-graduate degree,Republican,50 to under 75 thousand,0.323911
208,Trump and the Republicans in Congress,No,NA,Male,40,high school or less,Republican,50 to under 75 thousand,1.0583306
221,NA,No,NA,Female,60,college degree,Democrat,50 to under 75 thousand,1.2345343
228,Trump and the Republicans in Congress,No,NA,Female,26,some college,Democrat,20 to under 35 thousand,1.5511687
295,Pelosi and the Democrats in Congress,No,NA,Male,75,high school or less,Republican,100 thousand or more,0.5391721
300,Trump and the Republicans in Congress,Yes,NA,Male,79,post-graduate degree,NA,35 to under 50 thousand,0.3463884
322,NA,No,NA,Male,73,high school or less,Republican,35 to under 50 thousand,0.5041847
337,Trump and the Republicans in Congress,Yes,NA,Male,64,high school or less,Democrat,100 thousand or more,0.7733363
407,Pelosi and the Democrats in Congress,No,NA,Male,66,post-graduate degree,Republican,35 to under 50 thousand,0.2787231
426,NA,No,NA,Male,73,post-graduate degree,Independent,NA,0.3463884
444,Pelosi and the Democrats in Congress,Yes,NA,Male,59,some college,Republican,50 to under 75 thousand,0.7188294
450,Trump and the Republicans in Congress,No,NA,Male,62,high school or less,Democrat,75 to under 100 thousand,0.8270011
463,Pelosi and the Democrats in Congress,Yes,NA,Female,89,some college,Republican,Under 20 thousand dollars,0.4624126
100044,Pelosi and the Democrats in Congress,No,South,Female,61,some college,Republican,100 thousand or more,1.0871279
100195,Pelosi and the Democrats in Congress,Yes,South,Male,40,post-graduate degree,Independent,100 thousand or more,1.0353608
100228,Trump and the Republicans in Congress,No,Midwest,Female,63,high school or less,Republican,20 to under 35 thousand,1.5787147
13,Trump and the Republicans in Congress,No,NA,Female,80,high school or less,Democrat,20 to under 35 thousand,0.6308851
32,Pelosi and the Democrats in Congress,No,NA,Male,63,some college,Independent,50 to under 75 thousand,0.6185251
55,Trump and the Republicans in Congress,No,NA,Female,85,college degree,Independent,75 to under 100 thousand,0.7493365
90,Pelosi and the Democrats in Congress,No,NA,Female,89,high school or less,Republican,20 to under 35 thousand,0.6279354
112,Pelosi and the Democrats in Congress,No,NA,Male,66,high school or less,Republican,NA,1.1970067
134,Pelosi and the Democrats in Congress,No,NA,Female,63,post-graduate degree,Republican,NA,0.5325857
166,Pelosi and the Democrats in Congress,No,NA,Male,38,high school or less,Republican,100 thousand or more,1.1330661
242,NA,No,NA,Male,65,college degree,Independent,75 to under 100 thousand,0.412745
258,Trump and the Republicans in Congress,No,NA,Male,53,some college,Republican,100 thousand or more,0.6187079
280,Trump and the Republicans in Congress,No,NA,Female,87,high school or less,Democrat,Under 20 thousand dollars,1.2895712
11,Pelosi and the Democrats in Congress,No,NA,Male,51,post-graduate degree,Republican,100 thousand or more,0.5772243
23,Trump and the Republicans in Congress,No,NA,Female,44,college degree,Democrat,75 to under 100 thousand,1.2598728
30,Pelosi and the Democrats in Congress,No,NA,Female,54,post-graduate degree,Republican,75 to under 100 thousand,0.7188761
67,Trump and the Republicans in Congress,No,NA,Female,58,high school or less,Democrat,35 to under 50 thousand,1.3004287
99,Trump and the Republicans in Congress,No,NA,Female,68,some college,Democrat,Under 20 thousand dollars,0.678305
115,Pelosi and the Democrats in Congress,No,NA,Female,NA,college degree,Republican,Under 20 thousand dollars,0.5841243
130,Trump and the Republicans in Congress,No,NA,Female,84,high school or less,Democrat,50 to under 75 thousand,0.6279354
163,Pelosi and the Democrats in Congress,No,NA,Male,69,high school or less,Republican,35 to under 50 thousand,0.5391721
294,NA,No,NA,Male,70,post-graduate degree,Independent,NA,0.2565491
474,Trump and the Republicans in Congress,No,NA,Female,73,college degree,Independent,NA,0.514185
477,Pelosi and the Democrats in Congress,No,NA,Female,NA,high school or less,Republican,35 to under 50 thousand,0.5404739
481,Trump and the Republicans in Congress,No,NA,Female,71,some college,Independent,NA,0.1999698
499,Trump and the Republicans in Congress,Yes,NA,Male,31,some college,Republican,35 to under 50 thousand,0.7544224
515,Pelosi and the Democrats in Congress,No,NA,Female,64,some college,Republican,50 to under 75 thousand,0.8954958
100016,Trump and the Republicans in Congress,No,South,Female,39,high school or less,Democrat,50 to under 75 thousand,2.1737843
100048,Pelosi and the Democrats in Congress,No,South,Male,61,high school or less,Republican,Under 20 thousand dollars,0.9388269
100068,Trump and the Republicans in Congress,Yes,South,Male,57,post-graduate degree,Democrat,100 thousand or more,0.4968262
100185,Pelosi and the Democrats in Congress,No,South,Male,75,college degree,Republican,100 thousand or more,0.355256
100263,Trump and the Republicans in Congress,Yes,Midwest,Male,66,some college,Democrat,Under 20 thousand dollars,0.5689371
100281,Pelosi and the Democrats in Congress,No,South,Male,65,college degree,Republican,50 to under 75 thousand,0.4312793
100043,Pelosi and the Democrats in Congress,Yes,South,Male,40,high school or less,Republican,100 thousand or more,1.2357345
100090,NA,No,Northeast,Male,27,some college,Independent,20 to under 35 thousand,1.1195145
100220,Pelosi and the Democrats in Congress,No,Midwest,Male,60,some college,Republican,75 to under 100 thousand,0.8726557
100250,Pelosi and the Democrats in Congress,No,Midwest,Male,32,college degree,NA,100 thousand or more,0.4980857
100304,Trump and the Republicans in Congress,No,West,Female,21,high school or less,Democrat,35 to under 50 thousand,2.434397
100360,Trump and the Republicans in Congress,No,West,Female,NA,college degree,Democrat,NA,0.6675353
100375,Pelosi and the Democrats in Congress,No,South,Female,25,some college,Democrat,100 thousand or more,1.6208243
100380,Trump and the Republicans in Congress,Yes,Northeast,Female,37,high school or less,Democrat,20 to under 35 thousand,2.0913142
100396,Trump and the Republicans in Congress,Yes,South,Male,41,some college,Independent,35 to under 50 thousand,1.0279113
100493,Trump and the Republicans in Congress,Yes,South,Male,22,some college,Democrat,100 thousand or more,1.1198453
100578,Pelosi and the Democrats in Congress,No,Midwest,Male,60,NA,Republican,75 to under 100 thousand,1.4159997
100655,NA,No,South,Female,55,some college,Republican,35 to under 50 thousand,1.702213
100741,Pelosi and the Democrats in Congress,No,Northeast,Male,50,college degree,Republican,100 thousand or more,0.6613161
100754,Pelosi and the Democrats in Congress,No,Midwest,Female,53,some college,Independent,100 thousand or more,1.0404082
100800,Trump and the Republicans in Congress,No,South,Male,82,college degree,Republican,100 thousand or more,0.4312793
100860,NA,Yes,Northeast,Male,29,college degree,Democrat,100 thousand or more,0.9859716
12,Trump and the Republicans in Congress,No,NA,Female,90,high school or less,Democrat,Under 20 thousand dollars,1.1044383
27,Trump and the Republicans in Congress,No,NA,Female,94,high school or less,Democrat,35 to under 50 thousand,0.8478281
31,Pelosi and the Democrats in Congress,No,NA,Male,52,college degree,Republican,100 thousand or more,0.5449043
53,NA,No,NA,Male,50,high school or less,Independent,100 thousand or more,0.7731079
80,Pelosi and the Democrats in Congress,No,NA,Female,68,college degree,Republican,NA,0.5140332
109,Trump and the Republicans in Congress,No,NA,Male,63,college degree,Democrat,100 thousand or more,0.7941048
132,Pelosi and the Democrats in Congress,No,NA,Female,73,some college,NA,Under 20 thousand dollars,0.4324062
143,Pelosi and the Democrats in Congress,No,NA,Male,70,college degree,Republican,75 to under 100 thousand,0.412745
389,Pelosi and the Democrats in Congress,No,NA,Male,55,college degree,Republican,100 thousand or more,0.6330828
396,Trump and the Republicans in Congress,No,NA,Female,69,college degree,Democrat,Under 20 thousand dollars,0.514185
100019,Pelosi and the Democrats in Congress,No,South,Male,74,some college,Republican,50 to under 75 thousand,0.489693
100049,Pelosi and the Democrats in Congress,No,Northeast,Male,18,some college,Republican,50 to under 75 thousand,0.9221735
100104,Pelosi and the Democrats in Congress,No,South,Male,35,college degree,Independent,35 to under 50 thousand,1.1368517
100151,Trump and the Republicans in Congress,No,South,Male,42,college degree,Independent,75 to under 100 thousand,0.9052953
100160,Pelosi and the Democrats in Congress,No,Northeast,Male,22,some college,Independent,NA,1.1195145
100171,Trump and the Republicans in Congress,Yes,South,Female,43,high school or less,Democrat,Under 20 thousand dollars,2.171302
100225,Pelosi and the Democrats in Congress,No,South,Male,72,college degree,Republican,75 to under 100 thousand,0.355256
100258,Pelosi and the Democrats in Congress,No,South,Female,76,some college,Republican,50 to under 75 thousand,0.5838277
100387,Trump and the Republicans in Congress,No,South,Female,69,post-graduate degree,Democrat,50 to under 75 thousand,0.4688172
100398,Pelosi and the Democrats in Congress,No,Northeast,Male,44,high school or less,Democrat,100 thousand or more,2.9492519
100415,Trump and the Republicans in Congress,Yes,Midwest,Female,49,post-graduate degree,Democrat,100 thousand or more,1.3880099
100444,Trump and the Republicans in Congress,No,Northeast,Female,62,high school or less,Republican,35 to under 50 thousand,1.118969
100481,Trump and the Republicans in Congress,Yes,Northeast,Male,35,high school or less,Independent,100 thousand or more,1.5014479
100515,Trump and the Republicans in Congress,No,Midwest,Female,60,some college,Independent,100 thousand or more,1.2630509
100611,Trump and the Republicans in Congress,No,Midwest,Male,18,high school or less,Independent,100 thousand or more,1.5641119
100642,Trump and the Republicans in Congress,Yes,Midwest,Female,48,high school or less,Democrat,50 to under 75 thousand,4.4149244
100742,Trump and the Republicans in Congress,No,Northeast,Female,19,some college,Democrat,50 to under 75 thousand,1.674202
100803,Pelosi and the Democrats in Congress,No,Northeast,Male,18,high school or less,Republican,Under 20 thousand dollars,2.8594289
100830,Pelosi and the Democrats in Congress,No,Northeast,Male,50,some college,Independent,100 thousand or more,0.2925733
100879,Pelosi and the Democrats in Congress,No,South,Male,78,high school or less,NA,20 to under 35 thousand,0.6120781
100906,Pelosi and the Democrats in Congress,No,South,Male,50,high school or less,Independent,NA,2.4064097
100920,Pelosi and the Democrats in Congress,No,South,Female,47,college degree,Republican,75 to under 100 thousand,1.0793221
100005,Trump and the Republicans in Congress,No,South,Female,74,some college,Democrat,Under 20 thousand dollars,0.5838277
100053,Pelosi and the Democrats in Congress,No,Northeast,Male,55,some college,Republican,100 thousand or more,0.7508868
100076,NA,No,Northeast,Female,53,college degree,Democrat,20 to under 35 thousand,0.9571654
100128,Trump and the Republicans in Congress,No,South,Female,61,high school or less,Democrat,Under 20 thousand dollars,1.3588247
100179,Trump and the Republicans in Congress,Yes,South,Female,53,high school or less,Democrat,Under 20 thousand dollars,1.5865995
100267,Pelosi and the Democrats in Congress,No,South,Female,68,college degree,Independent,100 thousand or more,0.6242183
100301,Trump and the Republicans in Congress,No,West,Female,57,some college,Democrat,75 to under 100 thousand,1.1625678
100767,Pelosi and the Democrats in Congress,No,Northeast,Male,40,post-graduate degree,Independent,100 thousand or more,0.8251752
100840,NA,No,South,Male,51,some college,Republican,100 thousand or more,0.7511086
100868,Pelosi and the Democrats in Congress,No,South,Male,75,some college,Republican,20 to under 35 thousand,0.489693
100891,Trump and the Republicans in Congress,Yes,South,Male,20,some college,Democrat,20 to under 35 thousand,1.7534415
100923,NA,No,South,Male,77,post-graduate degree,Republican,100 thousand or more,0.323911
317,Trump and the Republicans in Congress,Yes,NA,Male,58,post-graduate degree,Democrat,100 thousand or more,0.5801072
100035,Pelosi and the Democrats in Congress,No,South,Male,33,some college,NA,75 to under 100 thousand,1.0290865
100191,Pelosi and the Democrats in Congress,No,Midwest,Female,NA,some college,Independent,50 to under 75 thousand,0.678305
100299,Pelosi and the Democrats in Congress,Yes,Northeast,Female,29,college degree,Democrat,50 to under 75 thousand,1.4270603
100404,Trump and the Republicans in Congress,Yes,South,Female,69,some college,Democrat,35 to under 50 thousand,0.8275719
100443,Trump and the Republicans in Congress,No,Midwest,Male,68,college degree,Independent,35 to under 50 thousand,0.412745
100547,Trump and the Republicans in Congress,No,Midwest,Female,36,high school or less,Democrat,Under 20 thousand dollars,2.1629814
82,Pelosi and the Democrats in Congress,No,NA,Female,NA,college degree,Republican,NA,0.7886752
350,NA,No,NA,Male,25,some college,Independent,20 to under 35 thousand,0.9221735
403,Trump and the Republicans in Congress,Yes,NA,Female,57,some college,Democrat,Under 20 thousand dollars,0.7744164
431,Trump and the Republicans in Congress,No,NA,Male,69,college degree,Democrat,35 to under 50 thousand,0.355256
100140,Trump and the Republicans in Congress,No,Midwest,Female,23,college degree,Democrat,NA,1.6584822
100192,Pelosi and the Democrats in Congress,No,Midwest,Male,29,college degree,Republican,50 to under 75 thousand,1.1458635
100240,Trump and the Republicans in Congress,No,Midwest,Male,48,some college,Democrat,Under 20 thousand dollars,1.1053854
100275,Trump and the Republicans in Congress,Yes,South,Female,32,some college,Democrat,Under 20 thousand dollars,1.868302
100458,Trump and the Republicans in Congress,No,Midwest,Male,85,high school or less,Democrat,Under 20 thousand dollars,0.8303303
100503,Pelosi and the Democrats in Congress,No,South,Male,23,college degree,Republican,35 to under 50 thousand,1.2371148
100627,Pelosi and the Democrats in Congress,No,West,Female,36,college degree,Republican,100 thousand or more,1.15554
172,Pelosi and the Democrats in Congress,No,NA,Female,83,high school or less,Republican,Under 20 thousand dollars,0.8478281
174,Pelosi and the Democrats in Congress,No,NA,Male,58,high school or less,Independent,75 to under 100 thousand,0.8270011
180,Trump and the Republicans in Congress,Yes,NA,Female,79,college degree,Democrat,75 to under 100 thousand,0.5498663
182,Trump and the Republicans in Congress,No,NA,Female,47,some college,Democrat,NA,0.3648537
338,Pelosi and the Democrats in Congress,Yes,NA,Female,65,high school or less,Republican,NA,0.729739
359,Pelosi and the Democrats in Congress,No,NA,Male,90,some college,Republican,35 to under 50 thousand,0.403373
391,NA,No,NA,Female,84,some college,Republican,35 to under 50 thousand,0.5838277
401,Pelosi and the Democrats in Congress,No,NA,Female,68,high school or less,Democrat,35 to under 50 thousand,0.8478281
422,Pelosi and the Democrats in Congress,No,NA,Female,82,some college,Republican,Under 20 thousand dollars,0.4624126
100132,Trump and the Republicans in Congress,Yes,South,Female,23,college degree,Democrat,NA,0.2468926
100172,Pelosi and the Democrats in Congress,Yes,South,Male,20,some college,Republican,35 to under 50 thousand,1.1198453
100288,Trump and the Republicans in Congress,Yes,West,Male,50,some college,NA,50 to under 75 thousand,0.8032309
100316,Pelosi and the Democrats in Congress,No,West,Female,50,post-graduate degree,Republican,100 thousand or more,0.8978916
100329,Pelosi and the Democrats in Congress,No,Midwest,Female,57,college degree,Republican,20 to under 35 thousand,1.112386
100533,Pelosi and the Democrats in Congress,No,West,Male,28,college degree,Republican,75 to under 100 thousand,1.0547034
100646,Trump and the Republicans in Congress,Yes,West,Female,40,post-graduate degree,Democrat,100 thousand or more,1.0523808
21,Pelosi and the Democrats in Congress,No,NA,Female,81,some college,Republican,NA,0.4322785
26,Trump and the Republicans in Congress,No,NA,Female,50,some college,Democrat,NA,0.8952313
