question_id,pollster,numeric_grade,methodology,state,start_date,end_date,sample_size,population,internal,partisan,office_type,answer,pct
134172,Garin Hart Yang,1,Live Phone,Georgia,10/11/20,10/14/20,600,lv,TRUE,DEM,U.S. President,Biden,51
134172,Garin Hart Yang,1,Live Phone,Georgia,10/11/20,10/14/20,600,lv,TRUE,DEM,U.S. President,Trump,44
133039,TIPP,1.8,Live Phone/Online Panel,NA,10/10/20,10/14/20,864,lv,NA,NA,U.S. President,Biden,50
133039,TIPP,1.8,Live Phone/Online Panel,NA,10/10/20,10/14/20,864,lv,NA,NA,U.S. President,Trump,42.3
133039,TIPP,1.8,Live Phone/Online Panel,NA,10/10/20,10/14/20,864,lv,NA,NA,U.S. President,Jorgensen,2.2
133039,TIPP,1.8,Live Phone/Online Panel,NA,10/10/20,10/14/20,864,lv,NA,NA,U.S. President,Hawkins,1.3
133040,TIPP,1.8,Live Phone/Online Panel,NA,10/10/20,10/14/20,864,lv,NA,NA,U.S. President,Biden,50
133040,TIPP,1.8,Live Phone/Online Panel,NA,10/10/20,10/14/20,864,lv,NA,NA,U.S. President,Trump,41.9
133086,Siena/NYT,3,Live Phone,South Carolina,10/9/20,10/14/20,605,lv,NA,NA,U.S. President,Biden,41
133086,Siena/NYT,3,Live Phone,South Carolina,10/9/20,10/14/20,605,lv,NA,NA,U.S. President,Trump,49
133086,Siena/NYT,3,Live Phone,South Carolina,10/9/20,10/14/20,605,lv,NA,NA,U.S. President,Jorgensen,2
133086,Siena/NYT,3,Live Phone,South Carolina,10/9/20,10/14/20,605,lv,NA,NA,U.S. President,Hawkins,1
133251,Siena/NYT,3,Live Phone,Alaska,10/9/20,10/14/20,423,lv,NA,NA,U.S. President,Biden,39
133251,Siena/NYT,3,Live Phone,Alaska,10/9/20,10/14/20,423,lv,NA,NA,U.S. President,Trump,45
133251,Siena/NYT,3,Live Phone,Alaska,10/9/20,10/14/20,423,lv,NA,NA,U.S. President,Jorgensen,8
132883,Ipsos,2.8,Probability Panel,Florida,10/7/20,10/14/20,653,lv,NA,NA,U.S. President,Biden,49
132883,Ipsos,2.8,Probability Panel,Florida,10/7/20,10/14/20,653,lv,NA,NA,U.S. President,Trump,47
132902,Ipsos,2.8,Probability Panel,Florida,10/7/20,10/14/20,653,lv,NA,NA,U.S. President,Biden,50
132902,Ipsos,2.8,Probability Panel,Florida,10/7/20,10/14/20,653,lv,NA,NA,U.S. President,Trump,47
132902,Ipsos,2.8,Probability Panel,Florida,10/7/20,10/14/20,653,lv,NA,NA,U.S. President,West,0
132902,Ipsos,2.8,Probability Panel,Florida,10/7/20,10/14/20,653,lv,NA,NA,U.S. President,Jorgensen,0
132902,Ipsos,2.8,Probability Panel,Florida,10/7/20,10/14/20,653,lv,NA,NA,U.S. President,Hawkins,0
132884,Ipsos,2.8,Probability Panel,Arizona,10/7/20,10/14/20,667,lv,NA,NA,U.S. President,Biden,50
132884,Ipsos,2.8,Probability Panel,Arizona,10/7/20,10/14/20,667,lv,NA,NA,U.S. President,Trump,46
132903,Ipsos,2.8,Probability Panel,Arizona,10/7/20,10/14/20,667,lv,NA,NA,U.S. President,Biden,49
132903,Ipsos,2.8,Probability Panel,Arizona,10/7/20,10/14/20,667,lv,NA,NA,U.S. President,Trump,47
132903,Ipsos,2.8,Probability Panel,Arizona,10/7/20,10/14/20,667,lv,NA,NA,U.S. President,West,0
132903,Ipsos,2.8,Probability Panel,Arizona,10/7/20,10/14/20,667,lv,NA,NA,U.S. President,Jorgensen,1
132903,Ipsos,2.8,Probability Panel,Arizona,10/7/20,10/14/20,667,lv,NA,NA,U.S. President,Hawkins,0
133016,USC Dornsife,2.4,Probability Panel,NA,10/1/20,10/14/20,5343,rv,NA,NA,U.S. President,Biden,53
133016,USC Dornsife,2.4,Probability Panel,NA,10/1/20,10/14/20,5343,rv,NA,NA,U.S. President,Trump,40.84
133017,USC Dornsife,2.4,Probability Panel,NA,10/1/20,10/14/20,5433,lv,NA,NA,U.S. President,Biden,54.58
133017,USC Dornsife,2.4,Probability Panel,NA,10/1/20,10/14/20,5433,lv,NA,NA,U.S. President,Trump,40.53
133018,USC Dornsife,2.4,Probability Panel,NA,10/1/20,10/14/20,5433,lv,NA,NA,U.S. President,Biden,53.72
133018,USC Dornsife,2.4,Probability Panel,NA,10/1/20,10/14/20,5433,lv,NA,NA,U.S. President,Trump,41.58
133116,SurveyMonkey,2,Online Panel,Wisconsin,9/17/20,10/14/20,4425,rv,NA,NA,U.S. President,Biden,54
133116,SurveyMonkey,2,Online Panel,Wisconsin,9/17/20,10/14/20,4425,rv,NA,NA,U.S. President,Trump,43
133168,SurveyMonkey,2,Online Panel,Wisconsin,9/17/20,10/14/20,4425,lv,NA,NA,U.S. President,Biden,54
133168,SurveyMonkey,2,Online Panel,Wisconsin,9/17/20,10/14/20,4425,lv,NA,NA,U.S. President,Trump,43
133117,SurveyMonkey,2,Online Panel,Washington,9/17/20,10/14/20,7781,rv,NA,NA,U.S. President,Biden,60
133117,SurveyMonkey,2,Online Panel,Washington,9/17/20,10/14/20,7781,rv,NA,NA,U.S. President,Trump,37
133169,SurveyMonkey,2,Online Panel,Washington,9/17/20,10/14/20,7781,lv,NA,NA,U.S. President,Biden,61
133169,SurveyMonkey,2,Online Panel,Washington,9/17/20,10/14/20,7781,lv,NA,NA,U.S. President,Trump,37
133118,SurveyMonkey,2,Online Panel,Vermont,9/17/20,10/14/20,610,rv,NA,NA,U.S. President,Biden,64
133118,SurveyMonkey,2,Online Panel,Vermont,9/17/20,10/14/20,610,rv,NA,NA,U.S. President,Trump,33
133170,SurveyMonkey,2,Online Panel,Vermont,9/17/20,10/14/20,610,lv,NA,NA,U.S. President,Biden,66
133170,SurveyMonkey,2,Online Panel,Vermont,9/17/20,10/14/20,610,lv,NA,NA,U.S. President,Trump,33
133119,SurveyMonkey,2,Online Panel,Virginia,9/17/20,10/14/20,4878,rv,NA,NA,U.S. President,Biden,56
133119,SurveyMonkey,2,Online Panel,Virginia,9/17/20,10/14/20,4878,rv,NA,NA,U.S. President,Trump,42
133171,SurveyMonkey,2,Online Panel,Virginia,9/17/20,10/14/20,4878,lv,NA,NA,U.S. President,Biden,56
133171,SurveyMonkey,2,Online Panel,Virginia,9/17/20,10/14/20,4878,lv,NA,NA,U.S. President,Trump,42
133120,SurveyMonkey,2,Online Panel,Utah,9/17/20,10/14/20,1913,rv,NA,NA,U.S. President,Biden,44
133120,SurveyMonkey,2,Online Panel,Utah,9/17/20,10/14/20,1913,rv,NA,NA,U.S. President,Trump,53
133172,SurveyMonkey,2,Online Panel,Utah,9/17/20,10/14/20,1913,lv,NA,NA,U.S. President,Biden,44
133172,SurveyMonkey,2,Online Panel,Utah,9/17/20,10/14/20,1913,lv,NA,NA,U.S. President,Trump,53
133122,SurveyMonkey,2,Online Panel,Tennessee,9/17/20,10/14/20,3433,rv,NA,NA,U.S. President,Biden,42
133122,SurveyMonkey,2,Online Panel,Tennessee,9/17/20,10/14/20,3433,rv,NA,NA,U.S. President,Trump,55
133174,SurveyMonkey,2,Online Panel,Tennessee,9/17/20,10/14/20,3433,lv,NA,NA,U.S. President,Biden,41
133174,SurveyMonkey,2,Online Panel,Tennessee,9/17/20,10/14/20,3433,lv,NA,NA,U.S. President,Trump,57
133123,SurveyMonkey,2,Online Panel,South Dakota,9/17/20,10/14/20,669,rv,NA,NA,U.S. President,Biden,43
133123,SurveyMonkey,2,Online Panel,South Dakota,9/17/20,10/14/20,669,rv,NA,NA,U.S. President,Trump,54
133175,SurveyMonkey,2,Online Panel,South Dakota,9/17/20,10/14/20,669,lv,NA,NA,U.S. President,Biden,44
133175,SurveyMonkey,2,Online Panel,South Dakota,9/17/20,10/14/20,669,lv,NA,NA,U.S. President,Trump,54
133124,SurveyMonkey,2,Online Panel,South Carolina,9/17/20,10/14/20,3131,rv,NA,NA,U.S. President,Biden,47
133124,SurveyMonkey,2,Online Panel,South Carolina,9/17/20,10/14/20,3131,rv,NA,NA,U.S. President,Trump,50
133176,SurveyMonkey,2,Online Panel,South Carolina,9/17/20,10/14/20,3131,lv,NA,NA,U.S. President,Biden,45
133176,SurveyMonkey,2,Online Panel,South Carolina,9/17/20,10/14/20,3131,lv,NA,NA,U.S. President,Trump,53
133126,SurveyMonkey,2,Online Panel,Pennsylvania,9/17/20,10/14/20,7258,rv,NA,NA,U.S. President,Biden,52
133126,SurveyMonkey,2,Online Panel,Pennsylvania,9/17/20,10/14/20,7258,rv,NA,NA,U.S. President,Trump,45
133178,SurveyMonkey,2,Online Panel,Pennsylvania,9/17/20,10/14/20,7258,lv,NA,NA,U.S. President,Biden,52
133178,SurveyMonkey,2,Online Panel,Pennsylvania,9/17/20,10/14/20,7258,lv,NA,NA,U.S. President,Trump,46
133127,SurveyMonkey,2,Online Panel,Oregon,9/17/20,10/14/20,3273,rv,NA,NA,U.S. President,Biden,59
133127,SurveyMonkey,2,Online Panel,Oregon,9/17/20,10/14/20,3273,rv,NA,NA,U.S. President,Trump,40
133179,SurveyMonkey,2,Online Panel,Oregon,9/17/20,10/14/20,3273,lv,NA,NA,U.S. President,Biden,60
133179,SurveyMonkey,2,Online Panel,Oregon,9/17/20,10/14/20,3273,lv,NA,NA,U.S. President,Trump,39
133129,SurveyMonkey,2,Online Panel,Ohio,9/17/20,10/14/20,5382,rv,NA,NA,U.S. President,Biden,48
133129,SurveyMonkey,2,Online Panel,Ohio,9/17/20,10/14/20,5382,rv,NA,NA,U.S. President,Trump,50
133181,SurveyMonkey,2,Online Panel,Ohio,9/17/20,10/14/20,5382,lv,NA,NA,U.S. President,Biden,47
133181,SurveyMonkey,2,Online Panel,Ohio,9/17/20,10/14/20,5382,lv,NA,NA,U.S. President,Trump,51
133131,SurveyMonkey,2,Online Panel,Nevada,9/17/20,10/14/20,1994,rv,NA,NA,U.S. President,Biden,54
133131,SurveyMonkey,2,Online Panel,Nevada,9/17/20,10/14/20,1994,rv,NA,NA,U.S. President,Trump,45
133183,SurveyMonkey,2,Online Panel,Nevada,9/17/20,10/14/20,1994,lv,NA,NA,U.S. President,Biden,52
133183,SurveyMonkey,2,Online Panel,Nevada,9/17/20,10/14/20,1994,lv,NA,NA,U.S. President,Trump,47
133132,SurveyMonkey,2,Online Panel,New Mexico,9/17/20,10/14/20,1701,rv,NA,NA,U.S. President,Biden,52
133132,SurveyMonkey,2,Online Panel,New Mexico,9/17/20,10/14/20,1701,rv,NA,NA,U.S. President,Trump,46
133184,SurveyMonkey,2,Online Panel,New Mexico,9/17/20,10/14/20,1701,lv,NA,NA,U.S. President,Biden,52
133184,SurveyMonkey,2,Online Panel,New Mexico,9/17/20,10/14/20,1701,lv,NA,NA,U.S. President,Trump,46
133133,SurveyMonkey,2,Online Panel,New Jersey,9/17/20,10/14/20,4272,rv,NA,NA,U.S. President,Biden,60
133133,SurveyMonkey,2,Online Panel,New Jersey,9/17/20,10/14/20,4272,rv,NA,NA,U.S. President,Trump,35
133185,SurveyMonkey,2,Online Panel,New Jersey,9/17/20,10/14/20,4272,lv,NA,NA,U.S. President,Biden,60
133185,SurveyMonkey,2,Online Panel,New Jersey,9/17/20,10/14/20,4272,lv,NA,NA,U.S. President,Trump,36
133134,SurveyMonkey,2,Online Panel,New Hampshire,9/17/20,10/14/20,1153,rv,NA,NA,U.S. President,Biden,55
133134,SurveyMonkey,2,Online Panel,New Hampshire,9/17/20,10/14/20,1153,rv,NA,NA,U.S. President,Trump,43
133186,SurveyMonkey,2,Online Panel,New Hampshire,9/17/20,10/14/20,1153,lv,NA,NA,U.S. President,Biden,55
133186,SurveyMonkey,2,Online Panel,New Hampshire,9/17/20,10/14/20,1153,lv,NA,NA,U.S. President,Trump,44
133135,SurveyMonkey,2,Online Panel,Nebraska,9/17/20,10/14/20,1225,rv,NA,NA,U.S. President,Biden,46
133135,SurveyMonkey,2,Online Panel,Nebraska,9/17/20,10/14/20,1225,rv,NA,NA,U.S. President,Trump,51
133187,SurveyMonkey,2,Online Panel,Nebraska,9/17/20,10/14/20,1225,lv,NA,NA,U.S. President,Biden,45
133187,SurveyMonkey,2,Online Panel,Nebraska,9/17/20,10/14/20,1225,lv,NA,NA,U.S. President,Trump,53
133136,SurveyMonkey,2,Online Panel,North Dakota,9/17/20,10/14/20,414,rv,NA,NA,U.S. President,Biden,38
133136,SurveyMonkey,2,Online Panel,North Dakota,9/17/20,10/14/20,414,rv,NA,NA,U.S. President,Trump,60
133188,SurveyMonkey,2,Online Panel,North Dakota,9/17/20,10/14/20,414,lv,NA,NA,U.S. President,Biden,38
133188,SurveyMonkey,2,Online Panel,North Dakota,9/17/20,10/14/20,414,lv,NA,NA,U.S. President,Trump,60
133138,SurveyMonkey,2,Online Panel,Montana,9/17/20,10/14/20,795,rv,NA,NA,U.S. President,Biden,44
133138,SurveyMonkey,2,Online Panel,Montana,9/17/20,10/14/20,795,rv,NA,NA,U.S. President,Trump,54
133190,SurveyMonkey,2,Online Panel,Montana,9/17/20,10/14/20,795,lv,NA,NA,U.S. President,Biden,44
133190,SurveyMonkey,2,Online Panel,Montana,9/17/20,10/14/20,795,lv,NA,NA,U.S. President,Trump,54
133139,SurveyMonkey,2,Online Panel,Mississippi,9/17/20,10/14/20,1182,rv,NA,NA,U.S. President,Biden,44
133139,SurveyMonkey,2,Online Panel,Mississippi,9/17/20,10/14/20,1182,rv,NA,NA,U.S. President,Trump,54
133191,SurveyMonkey,2,Online Panel,Mississippi,9/17/20,10/14/20,1182,lv,NA,NA,U.S. President,Biden,39
133191,SurveyMonkey,2,Online Panel,Mississippi,9/17/20,10/14/20,1182,lv,NA,NA,U.S. President,Trump,60
133140,SurveyMonkey,2,Online Panel,Missouri,9/17/20,10/14/20,3273,rv,NA,NA,U.S. President,Biden,46
133140,SurveyMonkey,2,Online Panel,Missouri,9/17/20,10/14/20,3273,rv,NA,NA,U.S. President,Trump,51
133192,SurveyMonkey,2,Online Panel,Missouri,9/17/20,10/14/20,3273,lv,NA,NA,U.S. President,Biden,45
133192,SurveyMonkey,2,Online Panel,Missouri,9/17/20,10/14/20,3273,lv,NA,NA,U.S. President,Trump,53
133141,SurveyMonkey,2,Online Panel,Minnesota,9/17/20,10/14/20,3868,rv,NA,NA,U.S. President,Biden,54
133141,SurveyMonkey,2,Online Panel,Minnesota,9/17/20,10/14/20,3868,rv,NA,NA,U.S. President,Trump,43
133193,SurveyMonkey,2,Online Panel,Minnesota,9/17/20,10/14/20,3868,lv,NA,NA,U.S. President,Biden,56
133193,SurveyMonkey,2,Online Panel,Minnesota,9/17/20,10/14/20,3868,lv,NA,NA,U.S. President,Trump,42
133142,SurveyMonkey,2,Online Panel,Michigan,9/17/20,10/14/20,5093,rv,NA,NA,U.S. President,Biden,52
133142,SurveyMonkey,2,Online Panel,Michigan,9/17/20,10/14/20,5093,rv,NA,NA,U.S. President,Trump,45
133194,SurveyMonkey,2,Online Panel,Michigan,9/17/20,10/14/20,5093,lv,NA,NA,U.S. President,Biden,52
133194,SurveyMonkey,2,Online Panel,Michigan,9/17/20,10/14/20,5093,lv,NA,NA,U.S. President,Trump,45
133144,SurveyMonkey,2,Online Panel,Maryland,9/17/20,10/14/20,3878,rv,NA,NA,U.S. President,Biden,67
133144,SurveyMonkey,2,Online Panel,Maryland,9/17/20,10/14/20,3878,rv,NA,NA,U.S. President,Trump,31
133196,SurveyMonkey,2,Online Panel,Maryland,9/17/20,10/14/20,3878,lv,NA,NA,U.S. President,Biden,66
133196,SurveyMonkey,2,Online Panel,Maryland,9/17/20,10/14/20,3878,lv,NA,NA,U.S. President,Trump,32
133145,SurveyMonkey,2,Online Panel,Massachusetts,9/17/20,10/14/20,3871,rv,NA,NA,U.S. President,Biden,69
133145,SurveyMonkey,2,Online Panel,Massachusetts,9/17/20,10/14/20,3871,rv,NA,NA,U.S. President,Trump,29
133197,SurveyMonkey,2,Online Panel,Massachusetts,9/17/20,10/14/20,3871,lv,NA,NA,U.S. President,Biden,69
133197,SurveyMonkey,2,Online Panel,Massachusetts,9/17/20,10/14/20,3871,lv,NA,NA,U.S. President,Trump,29
133147,SurveyMonkey,2,Online Panel,Kentucky,9/17/20,10/14/20,2352,rv,NA,NA,U.S. President,Biden,40
133147,SurveyMonkey,2,Online Panel,Kentucky,9/17/20,10/14/20,2352,rv,NA,NA,U.S. President,Trump,58
133199,SurveyMonkey,2,Online Panel,Kentucky,9/17/20,10/14/20,2352,lv,NA,NA,U.S. President,Biden,41
133199,SurveyMonkey,2,Online Panel,Kentucky,9/17/20,10/14/20,2352,lv,NA,NA,U.S. President,Trump,58
133149,SurveyMonkey,2,Online Panel,Indiana,9/17/20,10/14/20,3307,rv,NA,NA,U.S. President,Biden,45
133149,SurveyMonkey,2,Online Panel,Indiana,9/17/20,10/14/20,3307,rv,NA,NA,U.S. President,Trump,53
133201,SurveyMonkey,2,Online Panel,Indiana,9/17/20,10/14/20,3307,lv,NA,NA,U.S. President,Biden,45
133201,SurveyMonkey,2,Online Panel,Indiana,9/17/20,10/14/20,3307,lv,NA,NA,U.S. President,Trump,53
133150,SurveyMonkey,2,Online Panel,Illinois,9/17/20,10/14/20,7232,rv,NA,NA,U.S. President,Biden,60
133150,SurveyMonkey,2,Online Panel,Illinois,9/17/20,10/14/20,7232,rv,NA,NA,U.S. President,Trump,37
133202,SurveyMonkey,2,Online Panel,Illinois,9/17/20,10/14/20,7232,lv,NA,NA,U.S. President,Biden,60
133202,SurveyMonkey,2,Online Panel,Illinois,9/17/20,10/14/20,7232,lv,NA,NA,U.S. President,Trump,38
133151,SurveyMonkey,2,Online Panel,Idaho,9/17/20,10/14/20,1296,rv,NA,NA,U.S. President,Biden,39
133151,SurveyMonkey,2,Online Panel,Idaho,9/17/20,10/14/20,1296,rv,NA,NA,U.S. President,Trump,59
133203,SurveyMonkey,2,Online Panel,Idaho,9/17/20,10/14/20,1296,lv,NA,NA,U.S. President,Biden,39
133203,SurveyMonkey,2,Online Panel,Idaho,9/17/20,10/14/20,1296,lv,NA,NA,U.S. President,Trump,58
133152,SurveyMonkey,2,Online Panel,Iowa,9/17/20,10/14/20,2138,rv,NA,NA,U.S. President,Biden,48
133152,SurveyMonkey,2,Online Panel,Iowa,9/17/20,10/14/20,2138,rv,NA,NA,U.S. President,Trump,50
133204,SurveyMonkey,2,Online Panel,Iowa,9/17/20,10/14/20,2138,lv,NA,NA,U.S. President,Biden,49
133204,SurveyMonkey,2,Online Panel,Iowa,9/17/20,10/14/20,2138,lv,NA,NA,U.S. President,Trump,49
133153,SurveyMonkey,2,Online Panel,Hawaii,9/17/20,10/14/20,829,rv,NA,NA,U.S. President,Biden,63
133153,SurveyMonkey,2,Online Panel,Hawaii,9/17/20,10/14/20,829,rv,NA,NA,U.S. President,Trump,34
133205,SurveyMonkey,2,Online Panel,Hawaii,9/17/20,10/14/20,829,lv,NA,NA,U.S. President,Biden,64
133205,SurveyMonkey,2,Online Panel,Hawaii,9/17/20,10/14/20,829,lv,NA,NA,U.S. President,Trump,34
133154,SurveyMonkey,2,Online Panel,Georgia,9/17/20,10/14/20,5029,rv,NA,NA,U.S. President,Biden,51
133154,SurveyMonkey,2,Online Panel,Georgia,9/17/20,10/14/20,5029,rv,NA,NA,U.S. President,Trump,46
133206,SurveyMonkey,2,Online Panel,Georgia,9/17/20,10/14/20,5029,lv,NA,NA,U.S. President,Biden,49
133206,SurveyMonkey,2,Online Panel,Georgia,9/17/20,10/14/20,5029,lv,NA,NA,U.S. President,Trump,49
133155,SurveyMonkey,2,Online Panel,Florida,9/17/20,10/14/20,13016,rv,NA,NA,U.S. President,Biden,50
133155,SurveyMonkey,2,Online Panel,Florida,9/17/20,10/14/20,13016,rv,NA,NA,U.S. President,Trump,47
133207,SurveyMonkey,2,Online Panel,Florida,9/17/20,10/14/20,13016,lv,NA,NA,U.S. President,Biden,49
133207,SurveyMonkey,2,Online Panel,Florida,9/17/20,10/14/20,13016,lv,NA,NA,U.S. President,Trump,48
133156,SurveyMonkey,2,Online Panel,Delaware,9/17/20,10/14/20,848,rv,NA,NA,U.S. President,Biden,65
133156,SurveyMonkey,2,Online Panel,Delaware,9/17/20,10/14/20,848,rv,NA,NA,U.S. President,Trump,32
133208,SurveyMonkey,2,Online Panel,Delaware,9/17/20,10/14/20,848,lv,NA,NA,U.S. President,Biden,65
133208,SurveyMonkey,2,Online Panel,Delaware,9/17/20,10/14/20,848,lv,NA,NA,U.S. President,Trump,33
133157,SurveyMonkey,2,Online Panel,District of Columbia,9/17/20,10/14/20,612,rv,NA,NA,U.S. President,Biden,87
133157,SurveyMonkey,2,Online Panel,District of Columbia,9/17/20,10/14/20,612,rv,NA,NA,U.S. President,Trump,10
133209,SurveyMonkey,2,Online Panel,District of Columbia,9/17/20,10/14/20,612,lv,NA,NA,U.S. President,Biden,88
133209,SurveyMonkey,2,Online Panel,District of Columbia,9/17/20,10/14/20,612,lv,NA,NA,U.S. President,Trump,10
133158,SurveyMonkey,2,Online Panel,Connecticut,9/17/20,10/14/20,2453,rv,NA,NA,U.S. President,Biden,62
133158,SurveyMonkey,2,Online Panel,Connecticut,9/17/20,10/14/20,2453,rv,NA,NA,U.S. President,Trump,34
133210,SurveyMonkey,2,Online Panel,Connecticut,9/17/20,10/14/20,2453,lv,NA,NA,U.S. President,Biden,63
133210,SurveyMonkey,2,Online Panel,Connecticut,9/17/20,10/14/20,2453,lv,NA,NA,U.S. President,Trump,34
133159,SurveyMonkey,2,Online Panel,Colorado,9/17/20,10/14/20,4345,rv,NA,NA,U.S. President,Biden,58
133159,SurveyMonkey,2,Online Panel,Colorado,9/17/20,10/14/20,4345,rv,NA,NA,U.S. President,Trump,40
133211,SurveyMonkey,2,Online Panel,Colorado,9/17/20,10/14/20,4345,lv,NA,NA,U.S. President,Biden,57
133211,SurveyMonkey,2,Online Panel,Colorado,9/17/20,10/14/20,4345,lv,NA,NA,U.S. President,Trump,42
133163,SurveyMonkey,2,Online Panel,Alabama,9/17/20,10/14/20,2265,rv,NA,NA,U.S. President,Biden,42
133163,SurveyMonkey,2,Online Panel,Alabama,9/17/20,10/14/20,2265,rv,NA,NA,U.S. President,Trump,55
133215,SurveyMonkey,2,Online Panel,Alabama,9/17/20,10/14/20,2265,lv,NA,NA,U.S. President,Biden,39
133215,SurveyMonkey,2,Online Panel,Alabama,9/17/20,10/14/20,2265,lv,NA,NA,U.S. President,Trump,59
133114,SurveyMonkey,2,Online Panel,Wyoming,9/16/20,10/14/20,450,rv,NA,NA,U.S. President,Biden,36
133114,SurveyMonkey,2,Online Panel,Wyoming,9/16/20,10/14/20,450,rv,NA,NA,U.S. President,Trump,63
133166,SurveyMonkey,2,Online Panel,Wyoming,9/16/20,10/14/20,450,lv,NA,NA,U.S. President,Biden,36
133166,SurveyMonkey,2,Online Panel,Wyoming,9/16/20,10/14/20,450,lv,NA,NA,U.S. President,Trump,63
133115,SurveyMonkey,2,Online Panel,West Virginia,9/16/20,10/14/20,857,rv,NA,NA,U.S. President,Biden,34
133115,SurveyMonkey,2,Online Panel,West Virginia,9/16/20,10/14/20,857,rv,NA,NA,U.S. President,Trump,64
133167,SurveyMonkey,2,Online Panel,West Virginia,9/16/20,10/14/20,857,lv,NA,NA,U.S. President,Biden,34
133167,SurveyMonkey,2,Online Panel,West Virginia,9/16/20,10/14/20,857,lv,NA,NA,U.S. President,Trump,64
133121,SurveyMonkey,2,Online Panel,Texas,9/16/20,10/14/20,13199,rv,NA,NA,U.S. President,Biden,49
133121,SurveyMonkey,2,Online Panel,Texas,9/16/20,10/14/20,13199,rv,NA,NA,U.S. President,Trump,48
133173,SurveyMonkey,2,Online Panel,Texas,9/16/20,10/14/20,13199,lv,NA,NA,U.S. President,Biden,47
133173,SurveyMonkey,2,Online Panel,Texas,9/16/20,10/14/20,13199,lv,NA,NA,U.S. President,Trump,51
133125,SurveyMonkey,2,Online Panel,Rhode Island,9/16/20,10/14/20,537,rv,NA,NA,U.S. President,Biden,66
133125,SurveyMonkey,2,Online Panel,Rhode Island,9/16/20,10/14/20,537,rv,NA,NA,U.S. President,Trump,33
133177,SurveyMonkey,2,Online Panel,Rhode Island,9/16/20,10/14/20,537,lv,NA,NA,U.S. President,Biden,67
133177,SurveyMonkey,2,Online Panel,Rhode Island,9/16/20,10/14/20,537,lv,NA,NA,U.S. President,Trump,32
133128,SurveyMonkey,2,Online Panel,Oklahoma,9/16/20,10/14/20,1882,rv,NA,NA,U.S. President,Biden,41
133128,SurveyMonkey,2,Online Panel,Oklahoma,9/16/20,10/14/20,1882,rv,NA,NA,U.S. President,Trump,57
133180,SurveyMonkey,2,Online Panel,Oklahoma,9/16/20,10/14/20,1882,lv,NA,NA,U.S. President,Biden,40
133180,SurveyMonkey,2,Online Panel,Oklahoma,9/16/20,10/14/20,1882,lv,NA,NA,U.S. President,Trump,58
133130,SurveyMonkey,2,Online Panel,New York,9/16/20,10/14/20,9500,rv,NA,NA,U.S. President,Biden,64
133130,SurveyMonkey,2,Online Panel,New York,9/16/20,10/14/20,9500,rv,NA,NA,U.S. President,Trump,32
133182,SurveyMonkey,2,Online Panel,New York,9/16/20,10/14/20,9500,lv,NA,NA,U.S. President,Biden,64
133182,SurveyMonkey,2,Online Panel,New York,9/16/20,10/14/20,9500,lv,NA,NA,U.S. President,Trump,33
133137,SurveyMonkey,2,Online Panel,North Carolina,9/16/20,10/14/20,5387,rv,NA,NA,U.S. President,Biden,53
133137,SurveyMonkey,2,Online Panel,North Carolina,9/16/20,10/14/20,5387,rv,NA,NA,U.S. President,Trump,45
133189,SurveyMonkey,2,Online Panel,North Carolina,9/16/20,10/14/20,5387,lv,NA,NA,U.S. President,Biden,52
133189,SurveyMonkey,2,Online Panel,North Carolina,9/16/20,10/14/20,5387,lv,NA,NA,U.S. President,Trump,46
133143,SurveyMonkey,2,Online Panel,Maine,9/16/20,10/14/20,1172,rv,NA,NA,U.S. President,Biden,57
133143,SurveyMonkey,2,Online Panel,Maine,9/16/20,10/14/20,1172,rv,NA,NA,U.S. President,Trump,41
133195,SurveyMonkey,2,Online Panel,Maine,9/16/20,10/14/20,1172,lv,NA,NA,U.S. President,Biden,57
133195,SurveyMonkey,2,Online Panel,Maine,9/16/20,10/14/20,1172,lv,NA,NA,U.S. President,Trump,42
133146,SurveyMonkey,2,Online Panel,Louisiana,9/16/20,10/14/20,2325,rv,NA,NA,U.S. President,Biden,44
133146,SurveyMonkey,2,Online Panel,Louisiana,9/16/20,10/14/20,2325,rv,NA,NA,U.S. President,Trump,53
133198,SurveyMonkey,2,Online Panel,Louisiana,9/16/20,10/14/20,2325,lv,NA,NA,U.S. President,Biden,40
133198,SurveyMonkey,2,Online Panel,Louisiana,9/16/20,10/14/20,2325,lv,NA,NA,U.S. President,Trump,58
133148,SurveyMonkey,2,Online Panel,Kansas,9/16/20,10/14/20,1838,rv,NA,NA,U.S. President,Biden,45
133148,SurveyMonkey,2,Online Panel,Kansas,9/16/20,10/14/20,1838,rv,NA,NA,U.S. President,Trump,54
133200,SurveyMonkey,2,Online Panel,Kansas,9/16/20,10/14/20,1838,lv,NA,NA,U.S. President,Biden,45
133200,SurveyMonkey,2,Online Panel,Kansas,9/16/20,10/14/20,1838,lv,NA,NA,U.S. President,Trump,54
133160,SurveyMonkey,2,Online Panel,California,9/16/20,10/14/20,21759,rv,NA,NA,U.S. President,Biden,63
133160,SurveyMonkey,2,Online Panel,California,9/16/20,10/14/20,21759,rv,NA,NA,U.S. President,Trump,35
133212,SurveyMonkey,2,Online Panel,California,9/16/20,10/14/20,21759,lv,NA,NA,U.S. President,Biden,63
133212,SurveyMonkey,2,Online Panel,California,9/16/20,10/14/20,21759,lv,NA,NA,U.S. President,Trump,36
